title,company,location,eligibility,skills,description,apply_url,salary,category_slug,source_name,source_url,featured_job,application_deadline
Java Microservices Developer,NatWest Group,"Bangalore, Karnataka, India","B.E / B.Tech (2025, 2026 Batch)","Python, Java, JavaScript, Frontend Development, Backend Development, REST APIs, Microservices, PostgreSQL","What you'll do
------------------
In your new role, you will contribute to the design, development, testing, deployment, and support of scalable backend services. You will collaborate closely with architects, engineers, quality engineers, and DevOps specialists to deliver reliable, secure, and high-performing solutions.
The ideal candidate has practical experience in Java and Spring-based development within microservices environments, along with a solid understanding of API development, cloud-native technologies, and modern software engineering practices.
You’ll also be:
Producing complex and critical software rapidly and of high quality which adds value to the business
Working in permanent teams who are responsible for the full life cycle, from initial development, through enhancement and maintenance to replacement or decommissioning
Collaborating to optimise our software engineering capability
Designing, producing, testing and implementing our working software solutions
Working across the life cycle, from requirements analysis and design, through coding to testing, deployment and operations
The skills you'll need
--------------------------
To take on this role, you’ll need a background in software engineering, software design, and architecture, and an understanding of how your area of expertise supports our customers. You'll need at least three years of experience in backend engineering, with a primary focus on APIs, microservices, and cloud-native development. You'll need experience in designing, developing, and maintaining backend microservices using Java and Spring technologies, build and enhance REST APIs, and develop event-driven solutions using Kafka.
You'll need experience in full software development lifecycle, write high-quality and testable code, create unit and integration tests, and support CI/CD and DevOps practices within Kubernetes environments. You'll also need experience in performing Run-the-Bank activities including troubleshooting, maintenance, optimization, and incident resolution while collaborating within Agile teams to deliver reliable, scalable, and business-focused solutions.
You’ll also need:
Experience of working with development and testing tools, bug tracking tools and wikis
Experience in multiple programming languages or low code toolsets
Experience of DevOps and Agile methodology and associated toolsets
A background in solving highly complex, analytical and numerical problems
Experience of implementing programming best practice, especially around scalability, automation, virtualisation, optimisation, availability and performance
Welcome to our Bangalore hub
--------------------------------
Located at Taurus 4, Bagmane Constellation Business Park, our new office stands as a state-of-the-art hub for innovation and collaboration.
Key facts:
A 30 acre campus
Space for 6,000 colleagues
Opened in 2025
Our tech stack
Here’s just some of the technologies we use.
Front end
JavaScript
ReactJS
AngularJS
Back end
Python
Java
Microsoft Dynamics
DevOps
AWS
GitLab
Google Cloud Platform
Data
Kafka
Hadoop
PostgreSQL
Snowflake",https://in.indeed.com/viewjob?jk=8659d7c453c8d6a1,Not Disclosed / As per Industry Standards,web-development,Indeed,https://in.indeed.com/viewjob?jk=8659d7c453c8d6a1,False,
Wow Software Engineer,NatWest Group,"Bangalore, Karnataka, India",B.E / B.Tech,"Java, Spring Boot, REST APIs, Microservices, AWS, CI/CD, DevOps, Troubleshooting","What you'll do
In your new role, you’ll be working within a feature team to engineer software, scripts and tools, as well as liaising with other engineers, architects and business analysts across the platform.
You’ll Also Be
Producing complex and critical software rapidly and of high quality which adds value to the business
Working in permanent teams who are responsible for the full life cycle, from initial development, through enhancement and maintenance to replacement or decommissioning
Collaborating to optimise our software engineering capability
Designing, producing, testing and implementing our working software solutions
Working across the life cycle, from requirements analysis and design, through coding to testing, deployment and operations
The skills you'll need
To take on this role, you’ll need a background in software engineering, software design, and architecture, and an understanding of how your area of expertise supports our customers.
You’ll Also Need
Hands-on experience with Java, Spring, Spring Boot, delivering enterprise-grade applications from design through to deployment
Experience designing and building RESTful APIs in line with established engineering standards and best practices
Good understanding of microservices architecture, scalability, resiliency, caching, and performance optimisation
Experience with Java performance tuning and troubleshooting, including root cause analysis and resolution of complex technical issues
Knowledge of AWS, DevOps and CI/CD practices, with experience of Agile delivery, automation, and monitoring tools such as Splunk and Grafana",https://www.linkedin.com/jobs/view/4448838595,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4448838595,False,
Software Engineer I,IDBS,"Bangalore, Karnataka, India",B.E / B.Tech,"JavaScript, TypeScript, React, Angular, HTML5, CSS3, Frontend Development, .NET Core","Bring more to life.
Are you ready to accelerate your potential and make a real difference within life sciences, diagnostics and biotechnology?
At IDBS, one of Danaher’s 15+ operating companies, our work saves lives—and we’re all united by a shared commitment to innovate for tangible impact.
You’ll thrive in a culture of belonging where you and your unique viewpoint matter. And by harnessing Danaher’s system of continuous improvement, you help turn ideas into impact – innovating at the speed of life.
At IDBS, we are at the cutting edge of providing innovative software solutions and services that empower scientists and researchers to accelerate their discoveries by helping them design, execute and orchestrate processes, manage, contextualize and structure their data and gain valuable insights throughout the drug lifecycle, from R&D through manufacturing. We work with 80% of the top 20 global BioPharma companies\. Our customers engage in groundbreaking work, from pioneering biological research to developing new therapies and medicines. Join us at IDBS to continuously grow and make a real impact, working alongside passionate colleagues who care deeply about our mission and each other.
Learn about the Danaher Business System which makes everything possible.
The
Software Engineer I
is a key player in our technical expertise and delivery. This role involves owning, designing, and delivering software functionality, troubleshooting, diagnosing, and resolving customer problems, and promoting good engineering practices.
This position reports to the Engineering Manager and is part of the Customer Sustaining Team of Engineering Department located in Bangalore and will be an on-site role.
In This Role, You Will Have The Opportunity To
Develop and maintain software solutions to address customer support incidents and escalations.
Collaborate with team members to investigate issues, resolve defects, and implement enhancements that improve product quality and user experience. Participate in testing, validation, and deployment of fixes, patches, and enhancements.
Assist in troubleshooting and diagnosing technical issues using tools such as Nslookup, Ping, Traceroute, Wireshark, Netstat, Telnet/SSH, GDB, VisualVM, JStack, and JProfiler.
Partner with Engineering and Customer Support teams to understand customer-reported issues, provide updates, and help deliver effective solutions.
Continuously learn new technologies, tools, and development practices to improve technical capabilities.
The Essential Requirements Of The Job Include
Bachelor's degree in software engineering, Computer Science, or a related field with 1+ years of software development experience.
Basic to intermediate experience in diagnosing and resolving technical issues, with an understanding of application performance, reliability, security, and memory management concepts.
Hands-on experience with .NET technologies, including C, VB.NET, or C++, along with a strong understanding of Object-Oriented Programming principles.
Exposure to JavaScript, TypeScript, HTML, CSS, and frontend frameworks such as React or Angular. Strong analytical, problem-solving, communication, and collaboration skills.
Familiarity with Agile methodologies, version control systems, code reviews, and modern software development practices.
It would be a plus if you also possess previous experience in:
Exposure to the Life Sciences industry or regulated environments and an understanding of quality and compliance processes.
Knowledge of software architecture fundamentals, microservices, cloud-native applications, AWS, Docker, Kubernetes, and DevOps practices.
Understanding of software engineering best practices, secure coding principles, and application security concepts, including OWASP Top 10.
Experience with application monitoring, performance analysis, and troubleshooting tools.
Interest in continuous improvement, automation, and quality-focused development practices.
Join our winning team today. Together, we’ll accelerate the real-life impact of tomorrow’s science and technology. We partner with customers across the globe to help them solve their most complex challenges, architecting solutions that bring the power of science to life.
For more information, visit www.danaher.com.",https://www.linkedin.com/jobs/view/4456962453,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4456962453,False,
CPU Performance Associate Engineer,Qualcomm,"Bangalore, Karnataka, India",B.E / B.Tech,"Next.js, MIS Reporting & Documentation","Qualcomm India Private Limited
Job Area
Engineering Group, Engineering Group > Software Engineering
General Summary
As a leading technology innovator, Qualcomm pushes the boundaries of what's possible to enable next-generation experiences and drives digital transformation to help create a smarter, connected future for all. As a Qualcomm Software Engineer, you will design, develop, create, modify, and validate embedded and cloud edge software, applications, and/or specialized utility programs that launch cutting-edge, world class products that meet and exceed customer needs. Qualcomm Software Engineers collaborate with systems, hardware, architecture, test engineers, and other teams to design system-level software solutions and obtain information on performance requirements and interfaces.
Minimum Qualifications
Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
Principal Duties And Responsibilities
Applies Software knowledge to assist and support the design, development, creation, modification, and validation of embedded and cloud edge software, applications, and/or specialized utility programs.
Assists in the analysis of user needs and software requirements.
Designs and implements small software features for products and systems.
Participates in the design, coding for small features, unit testing, minor debugging fixes, and integration efforts to ensure projects are completed on schedule.
Assists in performing code reviews and regression tests as well as the triaging of issues to ensure the quality of code.
Collaborates with others inside project team to accomplish project objectives.
Writes technical documentation for Software projects.
Level Of Responsibility
Works under supervision.
Decision-making affects direct area of work and/or work group.
Requires verbal and written communication skills to convey basic, routine factual information.
Tasks require multiple steps which can be performed in various orders; some planning, problem-solving, and prioritization must occur to complete the tasks effectively.
Applicants
: Qualcomm is an",https://www.linkedin.com/jobs/view/4457950474,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4457950474,False,
Python Developer,Infosys,"Hyderabad, Telangana, India",B.E / B.Tech / BCA / MCA / Any Graduate,"Python, Shell Scripting, Django, Flask, FastAPI, REST APIs, Microservices, SQL","Programming Python OOP Concepts Data Structures & Algorithms Frameworks Django / Flask / FastAPI Databases SQL Server PostgreSQL MySQL MongoDB APIs REST API Development JSON API Integration Cloud Platforms Azure / AWS / Google Cloud Tools Git/GitHub Docker Kubernetes (preferred) Jenkins/Azure DevOps Scripting & Automation Python Automation Shell Scripting PowerShell (optional)
Develop, test, and maintain Python-based applications. Design and implement RESTful APIs and microservices. Write clean, scalable, and reusable code following best practices. Work with databases such as SQL Server, PostgreSQL, MySQL, or MongoDB. Develop automation scripts to streamline operational processes. Integrate third-party APIs and cloud services. Troubleshoot, debug, and optimize application performance. Participate in code reviews and ensure coding standards compliance. Work with DevOps teams for deployment and CI/CD implementation. Collaborate with business stakeholders to understand requirements and provide technical solutions. Prepare technical documentation and support production environments.",https://www.linkedin.com/jobs/view/4457672035,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4457672035,False,
Engineer - Linux Audio device drivers,Qualcomm,"Hyderabad, Telangana, India",B.E / B.Tech,"Linux, Android Development, Data Structures & Algorithms (DSA)","Qualcomm India Private Limited
Job Area
Engineering Group, Engineering Group > Software Engineering
General Summary
Bachelor's degree in Engineering/Computer Science, or equivalent.
1+ Engineer years Software Engineering or related work experience.
Must be good at Programming Languages C, C++ and Data structures
Knowledge of computer architecture, operating systems, particularly with respect to Linux/Android platforms
Software debugging skills in embedded operating systems, preferably on Linux platforms
Need to work with multiple peer teams in day to day work. Need to design, implement, validate and maintain/support end to end Audio features on a multicore SOC architecture. Understanding of ADSP, IPC and peripheral drivers is preferred advantage.
Design, implement, validate and and maintain/support ALSA compliant software drivers in C and/or C++.
Good to have working experience in Linux Audio device drivers area
Good to have Audio Domain Knowledge with Android or Embedded Linux.
Minimum Qualifications
Bachelor's degree in Engineering, Information Systems, Computer Science, or related field.
Applicants
: Qualcomm is an",https://www.linkedin.com/jobs/view/4457478782,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4457478782,False,
Jr.Java Developer,ASTIKA SOFTWARE TECHNOLOGIES PRIVATE LIMITED,"Hyderabad, Telangana, India",B.E / B.Tech / M.Tech / MCA,"Java, Spring Boot, Microservices, SQL, MySQL, Oracle DB, SQL Server, AWS","Job Description
As a member of the development group, candidate will be primarily responsible for the design, development, and maintaining the code. Shall work closely with BAs & the Design team to build new products & features to solve business problems and fill business needs. Participate in code reviews to create robust and maintainable code. Work in an agile environment where quick iterations and good feedback are a way of life. Continually look for opportunities to improve deliverables, process, and business. Communicate and coordinate with the support and professional services teams to solve customer issues.
Knowledge And Skills Required
Should have a BE / B.Tech / ME/ M.Tech / MCA / MS with good academic record.
1+ years of Strong Core Java, XML, REST, SOAP and JDBC experience is mandatory.
Hands-on experience with Spring Boot, Microservices and other open-source technologies will be an added advantage.
Experience working in AWS or Microsoft Azure is a must.
Should have good SQL skills and developer experience on databases like MySQL, SQL Server, Oracle.
Should have the ability to analyse the requirements and come up with the most appropriate solution.
Should be a good communicator - both verbal and written communication .
Experience developing applications using Open-Source Frameworks, IDEs, and Java Application Servers.
Experience working with high performance teams in an agile development environment where continuous integration and continuous delivery (CI/CD) are critical.
Good understanding of Object-Oriented Programming, collection framework and multi-threading
Exposure to CI/CD technologies such as Gradle, Docker, Jenkins, and git will be a plus.",https://www.linkedin.com/jobs/view/4457743390,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4457743390,False,
Junior Full Stack Developer,Giesecke+Devrient,"Pune, Maharashtra, India",B.E / B.Tech / BCA / MCA / Any Graduate,"Java, TypeScript, Angular, HTML5, CSS3, Frontend Development, Full Stack Development, Backend Development","Key Responsibilities
Develop and maintain backend REST APIs using Java 8+ and Spring Boot.
Design and develop responsive and reusable UI components using Angular.
Develop and maintain reusable Angular components, Schematics, and shared UI libraries.
Work with relational databases such as Oracle, PostgreSQL
Provide Angular technical support and guidance to other product teams.
Write clean, maintainable, secure, and testable code.
Participate in code reviews and contribute to development standards and best practices.
Define, document, and promote Angular development best practices across teams.
Troubleshoot, debug, and resolve issues across frontend and backend layers.
Write unit and integration tests and contribute to improving application quality.
Contribute to CI/CD pipelines, build processes, and deployment activities.
Collaborate with QA, DevOps, Architecture, and other engineering teams in an Agile environment.
Continuously evaluate and adopt suitable development practices, tools, and technologies.
Required Skills
Backend Development
Strong fundamentals in Core Java.
Hands-on experience with Spring Boot.
Good understanding of RESTful API design and development.
Basic understanding of Microservices architecture and principles.
Experience with JPA/Hibernate.
Understanding of exception handling, logging, and application configuration.
Frontend Development
Hands-on experience with Angular, preferably Angular 10 or later.
Experience with Angular Schematics and reusable component development.
Strong knowledge of TypeScript, HTML5, and CSS3.
Experience developing and maintaining shared Angular UI libraries/components.
Basic to intermediate understanding of RxJS and reactive programming.
Ability to define and document Angular coding and development standards.
Database
Good knowledge of SQL.
Experience with databases such as Oracle and/or PostgreSQL.
Basic understanding of query performance and optimization.
Tools & Engineering Practices
Hands-on experience with Git and version control practices.
Good understanding of Maven or Gradle.
Familiarity with Docker and containerization concepts.
Basic understanding of CI/CD pipelines and deployment processes.
Familiarity with Agile/Scrum methodologies.
Good understanding of software development lifecycle and engineering best practices.
Preferred / Good to Have
Experience working in a Microservices-based environment.
Experience with Jenkins or other CI/CD tools.
Knowledge of secure coding practices and application security.
Experience with automated testing frameworks.
Experience supporting or contributing to shared development frameworks, libraries, or engineering standards.
Good communication and collaboration skills, with the ability to work effectively with multiple product teams.
Goot to have Security, authentication and authorization concepts",https://www.linkedin.com/jobs/view/4457459160,Not Disclosed / As per Industry Standards,web-development,LinkedIn,https://www.linkedin.com/jobs/view/4457459160,False,
Associate Back-End Software Engineer,Light & Wonder,"Pune, Maharashtra, India",B.E / B.Tech,"Python, Java, JavaScript, HTML5, Frontend Development, Backend Development, SQL, CI/CD","Key Responsibilities
As an Associate Software Engineer your responsibilities will include:
Developing and maintaining game engines for Light & Wonder digital games
Writing comprehensive tests to ensure quality and reliability
Creating technical and process documentation to share knowledge and best practices with the team
Collaborating with game designers and mathematicians to implement game mechanics and features
Working with frontend developers to ensure seamless integration of game engines with game clients
Assisting the Quality Assurance team in testing and debugging games
Participating in code reviews and providing constructive feedback to other developers
Contributing to the development of tools and processes to improve the efficiency of the game development pipeline
Actively participating in team meetings and supporting the overall success of the team
Qualifications
To succeed as an Associate Software Engineer you should have:
1-3 years of software development experience
Familiarity with Java 17 and above or another object-oriented programming language, with a strong understanding of OOP principles
Solid understanding of data structures and algorithms
Good knowledge of design patterns and their appropriate use
Familiarity with structured file formats such as XML and JSON
Ability to use debugging tools and analyse logs
Practical experience with Version Control Systems (VCS), such as Git
Understanding of Agile software development methodologies and tools like Jira
Familiarity with SSH and command-line tools
Knowledge of SQL databases and SQL queries
Education:
Bachelor's Degree in Computer Science, Computer Engineering or equivalent experience
Nice to Have
The following qualifications are a plus:
Understanding of online casino games and common game mechanics
Experience with Java build tools such as Maven and its ecosystem
Experience with scripting languages such as Python
Experience with frontend technologies such as HTML, JavaScript, and browser debugging tools
Understanding of CI/CD processes and tools
Familiarity with mathematical and statistical concepts
Experience with Excel and basic spreadsheet functions
Passion for programming and state-of-the-art technology",https://www.linkedin.com/jobs/view/4459682517,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4459682517,False,
Junior Full Stack Developer,Log-hub AG,"Pune, Maharashtra, India",B.E / B.Tech,"Python, JavaScript, TypeScript, Angular, Full Stack Development, Express.js, REST APIs, MongoDB","Responsibilities
Develop, test, and maintain dynamic web applications using Angular and NodeJS.
Collaborate with the UI team to deliver seamless and high-performing user interfaces.
Redesign UIs and implement new high-end performance UIs or UI features.
Write server-side code, create robust high-volume production applications.
Keep a high standard on coding, testing and troubleshooting.
At Log-hub, you will be part of a fast-paced and learning driven team, where you will have the opportunity to learn many new skills and develop the existing ones.
Qualifications
Bachelor’s or master’s degree in computer science, software engineering, or a related field.
Experience working with Angular. Experience with AngularJS will be considered a plus.
Experience with Express, MongoDB and Redis.
Experience with one or more general-purpose programming languages including, but not limited to JavaScript, TypeScript and Python.
Solid understanding of RESTful APIs, and experience integrating them into front-end applications.
Strong verbal and written communication skills in English.
Experience in Microsoft Office (especially Excel).
Previous experience working in an agile software development environment is considered a plus.
What we offer
Hybrid work arrangements to promote work-life balance.
Opportunity for professional growth and development in a fast-growing environment.
Regular team-building activities, social events, and a fun-filled work atmosphere.
Working in a diverse and international environment.
Being part of team full of young and talented people.
If you are interested in this opportunity we encourage you to apply. We look forward to receiving your application.",https://www.linkedin.com/jobs/view/4457750829,Not Disclosed / As per Industry Standards,web-development,LinkedIn,https://www.linkedin.com/jobs/view/4457750829,False,
React Developer,Bqarlson Software Technologies Private Limited,"Pune, India (Remote)",CS / IT / Engineering Graduate,"JavaScript, React, Redux, UI/UX Design, REST APIs, Git / GitHub, Troubleshooting, MIS Reporting & Documentation","Role Description
This is a full-time, on-site React Developer role based in Pune District. The React Developer will build and maintain user interfaces for web and mobile applications using React and related front-end technologies. Day-to-day responsibilities include implementing responsive UI components, integrating APIs, collaborating with back-end developers to ensure smooth data flow, and optimizing applications for performance and scalability. The role involves participating in code reviews, writing clean and reusable code, troubleshooting and debugging issues, and contributing to technical documentation. The React Developer will work closely with designers, product owners, and other engineers to deliver robust, user-centered solutions aligned with client requirements.
Qualifications
Candidates should possess strong Front-End Development skills, including React, JavaScript, and responsive UI implementation.
Candidates should possess Back-End Web Development and Software Development skills to collaborate effectively on full-stack solutions.
Candidates should possess Redux.js and state management skills for building scalable, maintainable applications.
Solid understanding of web standards, RESTful APIs, version control (e.g., Git), and cross-browser compatibility.
Ability to write clean, testable code, with experience in unit testing frameworks and debugging tools.
Strong problem-solving skills, attention to detail, and the ability to work collaboratively in a team-based environment.
Bachelor’s degree in Computer Science, Information Technology, or a related field, or equivalent practical experience.
Experience with Agile methodologies and prior work on commercial or large-scale projects is an advantage.",https://www.linkedin.com/jobs/view/4457274745,Not Disclosed / As per Industry Standards,web-development,LinkedIn,https://www.linkedin.com/jobs/view/4457274745,False,
Software Developer - Train IT,Siemens,"Pune, India (Remote)",B.E / B.Tech,"Python, HTML5, Linux, Embedded Systems / IoT","Hello Visionary!
We empower our people to stay resilient and relevant in a constantly changing world. We’re looking for people who are always searching for creative ways to grow and learn. People who want to make a real impact, now and in the future. Does that sound like you? Then it seems like you’d make an outstanding addition to our vibrant team. Siemens Mobility is an independent run company of Siemens AG. Its core business includes rail vehicles, rail automation and electrification solutions, turnkey systems, intelligent road traffic technology and related services. In Mobility, we help our customers meet the need for hard-working mobility solutions. We’re making the lives of people who travel easier and more enjoyable while constantly developing new, intelligent mobility solutions!
We are looking for Software Developer - Train IT
You’ll make a difference by
As a Software Developer - Train IT, you will be responsible for developing and maintaining diagnostic and data analysis platforms for our innovative rail vehicles. Your task, and responsibilities are as follows:
Definition of system requirements and system interface specifications for Vehicle diagnostics system
You work in engineering for our locomotive projects. In this interesting environment, you make our locomotives fit for use worldwide with your software solutions.
You gather software requirements, analyse, structure them, and create solution concepts. As a result of your work, you create finished software architectures for data remote transmission.
Integrate and develop external devices to vehicle control for diagnostics management and landside communication.
As an expert in the Linux operating system, you implement new software for our embedded systems and provide advisory support to other development engineers.
Support and communicate with other engineers and stakeholders throughout the development process.
You carry out software integration and testing, ensuring functionality on the vehicle.
You should be able to implement upgradation / new work of application software with end-to-end responsibility using V-model approach.
Desired Skills:
We are looking for candidates with a bachelor’s or master’s degree in electrical, electronics, computer science or a comparable qualification.
Initial experience in technical development projects distinguishes you.
Understanding standards such as IEC 50128, IEC 61131, IEC 61375 etc. is an added advantage.
Familiar with TCN protocol and skilled in debugging related communication issues is an added advantage.
You have experience in structured and object-oriented software development for embedded systems in C++ and python with the Linux operating system.
You have basic knowledge in requirement engineering, configuration, and change request management.
You enjoy tackling complex problems, are communicative, and impress us with a systematic and independent way of working.
Work Environment:
Hybrid work model available after an initial 6 months’ probation period.
International project exposure
Collaboration with global teams.
Travel may be required (15-20%) depending upon requirement.
Join us and be yourself!
We value your unique identity and perspective and are fully committed to providing equitable opportunities and building a workplace that reflects the diversity of society. Come bring your authentic self and create a better tomorrow with us.
Make your mark in our exciting world at Siemens.
This role is based in Pune. You might be required to visit other locations within India and outside. In return, you'll get the chance to work with teams impacting - and the shape of things to come. We're Siemens. A collection of over 379,000 minds building the future, one day at a time in over 200 countries. We're dedicated to equality, and we encourage applications that reflect the diversity of the communities we work in. All employment decisions at Siemens are based on qualifications, merit and business need. Bring your curiosity and creativity and help us shape tomorrow.
Find out more about mobility at: https://new.siemens.com/global/en/products/mobility.html and about Siemens careers at: www.siemens.com/careers",https://www.linkedin.com/jobs/view/4448531530,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4448531530,False,
Software Platform Engineer I,MetLife,"Pune, Maharashtra, India",B.E / B.Tech,"Java, TypeScript, Kotlin, Angular, Frontend Development, Full Stack Development, Backend Development, Spring Boot","Technical Skills
Main Skill: Angular along with Java Spring Framework / Spring Boot
Proven experience in building and consuming RESTful APIS using core HTTP protocols.
Secondary skill: NodeJS and MSSQL
Gradle and Maven
Must have hands-on knowledge on commandline linux
Have experience working in Azure DevOps (boards)
Containerisation (Podman, aks)
Have hands-on worked on GitHub Copilot, GitHub Enterprise
Ability to work with Azure Cloud services development and deployment.
Knowledge in Apache Webserver is Desirable
Knowledge on Github is a must have.
Collaboration
Communication: Ability to communicate effectively to ensure results are achieved
Agile Practices
Collaboration Tools
Product/Business/Industry experience
Application Design/Architecture
Cloud Native Technologies
Communication: Ability to communicate effectively to ensure results are achieved
Collaboration: Proven track record collaborating and working effectively in a global and multi-cultural environment
Diverse environment: Can-do attitude and ability to work in a high paced environment
Ability to support CI/CD pipeline setup and operations.",https://www.linkedin.com/jobs/view/4455725931,Not Disclosed / As per Industry Standards,web-development,LinkedIn,https://www.linkedin.com/jobs/view/4455725931,False,
C++ Developer,ACL Digital,"Pune, Maharashtra, India",B.E / B.Tech / BCA / MCA / Any Graduate,Data Structures & Algorithms (DSA),"Key Responsibilities:
Design, develop, and enhance
C++ based applications
Work on
core application/product development
(not support or maintenance)
Implement efficient solutions using
Data Structures and Algorithms
Utilize
STL
for optimized and clean code
Participate in requirement analysis, design discussions, and code reviews
Debug, optimize, and improve application performance
Collaborate with cross-functional teams across the development lifecycle
Mandatory Skills:
Strong proficiency in
C++
Excellent understanding of
Data Structures & Algorithms
Hands-on experience with
STL
Proven
application/product development experience
Work Mode: 5 Days WFO
Experience Range: 1-3 Years
Immediate Joiners Only",https://www.linkedin.com/jobs/view/4458373314,Not Disclosed / As per Industry Standards,software-development,LinkedIn,https://www.linkedin.com/jobs/view/4458373314,False,
Engineer - Field Services,Microland,"Mumbai, Maharashtra, India",CS / IT / Engineering Graduate (2024 Batch),"Wireless / Wi-Fi Technologies, Technical Support, Troubleshooting, Network Configuration & Security, Storage & Systems (NAS/FTP), MIS Reporting & Documentation, Computer Networks","7) Technical Skills
a. Windows Operating System:
b. Ability to Install and troubleshoot different versions of Windows OS independently. E.g. Windows XP. Windows 7, Windows 10 and Windows 11
c. Understanding of desktop applications and how do they work, installation & uninstallation.
d. Understanding of domain setup & ability to add / remove computers to domain. update Group policies. carry out Disk management, Disk Encryption, Wireless configuration. check utilization and availability, ability to perform start up and shut down services by following SOP. deploy gold images on multiple desktops using SOP, Ability to install and configure client applications independently
8) In addition to above, support and perform below activities.
a. Exchange and Mobility Clients
b. Printer management
c. Backup and Recovery
d. Audio, Video support
e. End Point Security/Patch Management
f. Hardware and Networking
IND-MH-Mumbai-CL
Created On:
11-Jul-2024",https://in.indeed.com/viewjob?jk=ba5ccc53a2f69b0b,Not Disclosed / As per Industry Standards,data-analytics,Indeed,https://in.indeed.com/viewjob?jk=ba5ccc53a2f69b0b,False,
Administrator - Field Services,Microland,"Mumbai, Maharashtra, India",CS / IT / Engineering Graduate (2024 Batch),"Linux, Technical Support, Troubleshooting, Network Configuration & Security, Storage & Systems (NAS/FTP), MIS Reporting & Documentation, Computer Networks","9) Technical Skills
a. Hardware and Networking: Hardware Knowledge on multiple vendor end point products to troubleshoot & isolating hardware issues
b. Ability to provide physical support for mounting of DC HW, basic connectivity establishment
c. Ability to Install remote tools like Putty to establish connectivity between two devices
d. Ability to replace allowed HW components (such as HDD, memory)
e. Ability to work with various assessment tools to identify the different hardware models available
f. Ability to test the compatibility of Image with the various hardware models available, where needed
g. Windows Operating System
h. Exchange and Mobility Clients
i. Printer management
j. Backup and Recovery
k. Audio, Video support
l. End Point Security
m. Vendor co-ordination
n. Asset management
o. Incident management
p. Patch management
q. MAC OS Support
r. Basic Linux knowledge is an added advantage
s. VIP User Support:
IND-MH-Mumbai-CL
Created On:
24-May-2024",https://in.indeed.com/viewjob?jk=5b31b3087fab55e7,Not Disclosed / As per Industry Standards,data-analytics,Indeed,https://in.indeed.com/viewjob?jk=5b31b3087fab55e7,False,
